design_id,b2_status,b2_iptm,b2_ptm,b2_mean_plddt,b2_ipsae_d0res_min,b2_ipsae_d0res_max,b2_ipsae_d0chn_min,b2_ipsae_d0chn_max,b2_ipsae_d0dom_min,b2_ipsae_d0dom_max,b2_iptm_d0chn_min,b2_iptm_d0chn_max,b2_iptm_af_min,b2_iptm_af_max,b2_pdockq,b2_pdockq2,b2_lis,b2_n_interface,b2_struct_exists,af2m_status,af2m_iptm,af2m_ptm,af2m_mean_plddt,af2m_ipsae_d0res_min,af2m_ipsae_d0res_max,af2m_ipsae_d0chn_min,af2m_ipsae_d0chn_max,af2m_ipsae_d0dom_min,af2m_ipsae_d0dom_max,af2m_iptm_d0chn_min,af2m_iptm_d0chn_max,af2m_iptm_af_min,af2m_iptm_af_max,af2m_pdockq,af2m_pdockq2,af2m_lis,af2m_n_interface,af2m_struct_exists,ipsae_pass_4folders,iptm_pass_4folders
11,ok,0.9484214782714844,0.9411978125572205,0.7900294661521912,0.7738743210184834,0.8706772792713856,0.6891117161022962,0.7169160757651157,0.9614419630406598,0.9768497052183248,0.6507374873170158,0.7137260242746452,0.7833849990911885,0.8584088385925118,0.49906373362894907,0.7428427710661534,0.6868295318679969,70,True,ok,0.81,0.7,75.38756862745099,0.5627243526479928,0.5686761700044964,0.6002716875124816,0.6624204641374724,0.9462805526112369,0.9601569404052015,0.3939867268524235,0.43054161170543026,0.5397056998379057,0.560988051306636,0.4174046388939705,0.250452167256501,0.5995573197523467,68,True,4,3
12,ok,0.9563504457473755,0.8584955930709839,0.7471243143081665,0.6834120715756525,0.7599971586762383,0.6207007831546201,0.7723576416323247,0.9191210322709732,0.9513801152652638,0.5652217661220986,0.5926628453162536,0.6901408216102082,0.7493443612635313,0.5266154995435581,0.8335912864626149,0.6504234658127962,66,True,ok,0.89,0.69,76.06567441860466,0.5116613247060737,0.7670735470110951,0.6582311316462919,0.7508759722808935,0.940016616942233,0.9647741532383195,0.4607075062124482,0.486076002824504,0.605137945857009,0.606951929282868,0.520311325529177,0.8130309500783911,0.6666511274934953,63,True,3,3
13,ok,0.9778403639793396,0.8782216310501099,0.8382663726806641,0.7095795378634014,0.951128892014784,0.6576135451572315,0.7327552153396065,0.9581860215240711,0.960055050651559,0.5605928238344672,0.6314428383957471,0.6662849649342051,0.7663968027347203,0.5182877589428135,0.9270372415687727,0.6421039276609433,54,True,ok,0.94,0.74,80.38764925373134,0.7788933427085818,0.8492272341744076,0.7446647563591621,0.7697323310204025,0.970910910107418,0.9749091326417925,0.49686171145891267,0.5174345884068741,0.5924436924041082,0.621696133825412,0.4792208330222537,0.8026440757977127,0.7096055633692764,52,True,4,4
14,ok,0.9713953137397766,0.9231705665588379,0.810016393661499,0.7841663066642992,0.9293148774932091,0.7018524731930177,0.7197705629043434,0.9614783532600312,0.9713718121983316,0.6186815411274527,0.710253659965955,0.7450842920870776,0.8417990370302864,0.5026972853375882,0.8931935902371794,0.6977728100053072,55,True,ok,0.88,0.72,77.48570312500001,0.7271354728756008,0.7807773084080244,0.6871972753660575,0.7295323105274547,0.9515738447721217,0.9685339619863844,0.4512362932960821,0.47147037902588224,0.5649862959039603,0.5813999882543259,0.3934885088641281,0.5883703946985981,0.6705052157702681,50,True,4,4
15,ok,0.9667432904243469,0.928939938545227,0.8034144043922424,0.7744053843334343,0.9247616165432013,0.6812704161039577,0.7347266923029164,0.9573784710129742,0.9789693828548165,0.6181078862825626,0.7272170284471038,0.742490721429014,0.8568352059476313,0.31499663848151094,0.7376348805566613,0.6958915445868201,42,True,ok,0.91,0.73,81.43345864661654,0.7555210259380372,0.7979891395766592,0.7483501910286422,0.752087276861777,0.9727608150273649,0.973243004200107,0.4859374680120371,0.5263347711294554,0.5872418970941566,0.6323865661280366,0.355596812150909,0.9335731120611586,0.7111960426036982,34,True,4,4
16,ok,0.9677068591117859,0.9330231547355652,0.8157343864440918,0.8085416357116327,0.9266889250928079,0.7226534740250132,0.7296488838506625,0.9712304577855286,0.9740253899705733,0.6558869764034673,0.7159945579125131,0.7748302343057616,0.8457644798282773,0.5358357959961874,0.8153500915858254,0.6955125816632866,66,True,ok,0.9,0.74,79.07371212121211,0.7607435602875487,0.7660840046635587,0.6674245859772706,0.7625119228609148,0.9562827931720446,0.9744623838573871,0.46134704142505584,0.4951557826396319,0.5835885049628675,0.5951225668669654,0.53383177737465,0.7443600919711684,0.6453667506297228,67,True,4,3
17,ok,0.9629661440849304,0.9272043704986572,0.8059791922569275,0.7846396031013472,0.9142685912530287,0.6957745055868477,0.7172106148326531,0.9656145630533156,0.9702649969541668,0.6326388789831086,0.6854028183962694,0.7520133251479586,0.8247658470725181,0.5469188382216594,0.8516696343697251,0.6692594800233527,67,True,ok,0.84,0.71,75.14847908745249,0.6509499100866116,0.6926904444542334,0.5820078096873675,0.6918817119271196,0.9330710408782789,0.9648546331502046,0.36886339198716667,0.44932325287184044,0.5021860689731784,0.5681841725680338,0.35671695315224733,0.35302702025394445,0.5763773793976809,64,True,4,4
18,ok,0.9741620421409607,0.9385780692100525,0.8173648715019226,0.8443163519267932,0.9138897465067789,0.717644297666048,0.7515264474899437,0.95923809809062,0.9753400696530099,0.6748214759125544,0.7480522362672823,0.8017475945626941,0.8790057833776193,0.4768437391712852,0.8298688969273085,0.7256491033274531,57,True,ok,0.86,0.7,76.59906382978724,0.6127693060090831,0.7242463180768159,0.6421326051738473,0.7197926465588189,0.9438612336748524,0.9623206130992619,0.41264833114691196,0.46645366921450193,0.5513416105355619,0.585112900763213,0.42739000234240027,0.5149893198981883,0.6445867646267291,59,True,4,3
19,ok,0.9000779986381531,0.8968268036842346,0.7171050310134888,0.6719705771499416,0.7069747706197388,0.6322751368926256,0.6562012075549571,0.9611983543185882,0.966472207626979,0.5882345376022082,0.5914441937121423,0.7446463561406362,0.7593870026487142,0.25310426205484116,0.17814955039508662,0.6258301173977296,138,True,ok,0.12,0.47,65.424555984556,0.0,0.006001281248536166,0.0,0.15085285973234333,0.0,0.16752208793058543,0.054135251603547846,0.0642985780222307,0.1383694063203714,0.16005050049678118,0.14314637316089276,0.010990368450762768,0.0,78,True,1,1
20,ok,0.5700994729995728,0.7491575479507446,0.7382274270057678,0.1278039156099319,0.15504316385033254,0.24620942648229666,0.27158620103061965,0.8301733964533365,0.8570095636183385,0.18765579304869603,0.20526834216686077,0.37559151819384895,0.39633383176870934,0.10929590666428375,0.06843511630795249,0.19682525941537832,34,True,ok,0.51,0.59,71.83521235521235,0.13956152189767132,0.14937027506394898,0.25036885758521843,0.286467770109542,0.7940419858170009,0.8527461991391524,0.1473538223648572,0.18956315960542752,0.29731515912884865,0.3573375720313463,0.2043713986023367,0.0660256894421635,0.21867022538552786,62,True,0,0
21,ok,0.9289351105690002,0.8254188299179077,0.7975034117698669,0.6505846069481922,0.8220008780193481,0.5964846439254039,0.7289823236334915,0.9399423495400321,0.9691523643324356,0.48531246204348355,0.5139852079486934,0.6072444212941779,0.6665622711758218,0.2308342765289545,0.642590314282147,0.6486571544989456,35,True,ok,0.84,0.7,78.18238636363637,0.6473550329775791,0.6503960253377014,0.5965304746302361,0.663227452193105,0.9437672882684773,0.962955493815915,0.4055334720183197,0.4291543938753369,0.5454525786443456,0.5573543310940234,0.305325033852461,0.5404285366355858,0.5954901280683031,42,True,4,4
22,ok,0.9241083264350891,0.8479904532432556,0.8001284599304199,0.6937619974105209,0.8181270711142451,0.6067286234485396,0.6840533004120523,0.9457191546670757,0.9536035667564814,0.507750510489146,0.5223288185143002,0.63199249836602,0.6694444228725519,0.1741311041330369,0.3317846752028241,0.5985985351527512,31,True,ok,0.87,0.72,79.27714285714285,0.7149035012889164,0.7446069464885258,0.6667254777788097,0.717045697430379,0.9528575991479447,0.9687777173268938,0.4323254144893904,0.46096939730950237,0.5524709857987611,0.5722105190515822,0.23626253050202553,0.9191578409284874,0.6616730712926365,25,True,4,3
23,ok,0.9547553658485413,0.8718686103820801,0.7847021222114563,0.6605995150431095,0.8571948488156157,0.6188629174991654,0.686667799342464,0.9447487014751312,0.9455575881549146,0.5407144371570664,0.5882534268885605,0.6710371371789126,0.7501856661860506,0.24736161710563567,0.40237929374896675,0.6082034124647631,42,True,ok,0.89,0.71,78.49445833333333,0.6829655981696494,0.7184156129693866,0.6817929890545041,0.7415012289759795,0.9549196276504387,0.967614973906878,0.4685058917433247,0.4784345114027802,0.5900768460447072,0.5977829135403211,0.34996309218414634,0.8715362841608797,0.6715469985827276,36,True,3,3
24,ok,0.9301459789276123,0.8809844255447388,0.8393397331237793,0.7414944592098367,0.8703943991976941,0.6609411368815821,0.7016301679883252,0.9686890421140262,0.9704390954642058,0.5481377008310238,0.615636919326598,0.657243437398276,0.7518898181994769,0.46083525090218336,0.835301128047919,0.612260114345474,50,True,ok,0.88,0.75,81.00454248366013,0.7450461736639512,0.7709039520270343,0.6700266535892146,0.7362807820910079,0.9675064449617224,0.9757552560821727,0.4734524686898519,0.47397516894296565,0.5716045912190512,0.5877939052422904,0.39902931949057147,0.7296823670421273,0.6186857339089481,46,True,4,4
25,ok,0.9429860711097717,0.8487920761108398,0.7873015403747559,0.6435406369011477,0.8626047378680105,0.5948158503686669,0.7349270892406286,0.9403786679984623,0.9641823009950844,0.519051826182604,0.5512271700318007,0.6373833870972097,0.7019011120985998,0.34299155660782943,0.2622150637472649,0.6357119868628149,69,True,ok,0.8,0.68,77.19844696969697,0.5179904333077324,0.5495351956235887,0.5098463319672593,0.5864650121008049,0.930557595625985,0.9516321321766661,0.35536411183514816,0.380743271021964,0.5143291666640646,0.5272641084806198,0.24917899206066732,0.4136268931187436,0.5030366501172252,42,True,4,4
