design_id,b2_status,b2_iptm,b2_ptm,b2_mean_plddt,b2_ipsae_d0res_min,b2_ipsae_d0res_max,b2_ipsae_d0chn_min,b2_ipsae_d0chn_max,b2_ipsae_d0dom_min,b2_ipsae_d0dom_max,b2_iptm_d0chn_min,b2_iptm_d0chn_max,b2_iptm_af_min,b2_iptm_af_max,b2_pdockq,b2_pdockq2,b2_lis,b2_n_interface,b2_struct_exists,af2m_status,af2m_iptm,af2m_ptm,af2m_mean_plddt,af2m_ipsae_d0res_min,af2m_ipsae_d0res_max,af2m_ipsae_d0chn_min,af2m_ipsae_d0chn_max,af2m_ipsae_d0dom_min,af2m_ipsae_d0dom_max,af2m_iptm_d0chn_min,af2m_iptm_d0chn_max,af2m_iptm_af_min,af2m_iptm_af_max,af2m_pdockq,af2m_pdockq2,af2m_lis,af2m_n_interface,af2m_struct_exists,ipsae_pass_4folders,iptm_pass_4folders
26,ok,0.923345148563385,0.7978281378746033,0.7749520540237427,0.6293948935475056,0.7503305602719841,0.5843152993952291,0.7156195036615052,0.9313899115938737,0.9601710335586591,0.4635676273069977,0.4787469865383598,0.6115651326288295,0.636971914795398,0.2517342556049118,0.21352667671117145,0.6195544828779659,54,True,ok,0.89,0.71,77.35751054852321,0.6675891257312713,0.6810529588431089,0.6147577734824479,0.7280563815840644,0.944666761893044,0.9651399690308182,0.42916822581081565,0.47177486942608665,0.5797749765354926,0.5889469047718225,0.38561317491440145,0.6959815372299658,0.6124139263631253,45,True,4,3
27,ok,0.8954389691352844,0.8307368755340576,0.8251450657844543,0.661847057105263,0.7999533027995241,0.6546605057293088,0.7256714927994176,0.9609675330389502,0.9741045165310058,0.4830818182855831,0.5076070974124584,0.5973815467221227,0.6408412994612736,0.3679832588490579,0.3321182867815458,0.6382528795454848,50,True,ok,0.87,0.75,80.79689542483659,0.7197706604918043,0.7498232778880831,0.6568171409701609,0.7219196686427094,0.9662955511644286,0.9744102904218372,0.4639429699056522,0.46607546832743596,0.5675272055133583,0.5821973160115234,0.37541940920209627,0.6841499859595318,0.6067525063888343,47,True,4,4
28,ok,0.9186980724334717,0.8753524422645569,0.785807192325592,0.7107064070885157,0.7630297224670131,0.6136396056575416,0.6761387735072678,0.9488002828562893,0.9515903788624758,0.5512309541011694,0.5786578155166483,0.6867448646471058,0.7453038529060072,0.2980848817325302,0.593368745460881,0.601192408049753,44,True,ok,0.83,0.7,77.89238683127573,0.5596733025511986,0.679638554647447,0.6182226092605315,0.6930408098257592,0.9470217639736129,0.9627327752273933,0.4202538405457275,0.4479779109835395,0.5673613960615533,0.5746975314698636,0.28363379083350226,0.710437845252278,0.6146034169875625,36,True,4,3
29,ok,0.9172592163085938,0.7333521842956543,0.7944805026054382,0.6582633354066575,0.734783053948822,0.6161934616059875,0.6979520400450225,0.9447413179665078,0.9612589958204922,0.4322018386778104,0.4429446548905772,0.5684303071802336,0.5894040704596788,0.3182003001666723,0.8642447780277231,0.6138499167512741,34,True,ok,0.91,0.72,79.5535,0.7203560672349089,0.7394204400465029,0.6979030913862272,0.7560603333189516,0.959923572516357,0.9692658959086641,0.483668967516113,0.4863355269929614,0.5931892754446741,0.6103829289460271,0.36877917244444386,0.9121084183471112,0.6821874860385114,36,True,4,3
30,ok,0.9233217239379883,0.7976641654968262,0.7827875018119812,0.5732414350193866,0.6816204134723882,0.5647059461893871,0.702955760503631,0.9170883208266969,0.956245197028826,0.4642718613322948,0.4703012882749702,0.6052633472653115,0.649880862834778,0.22349551288170078,0.7751468942056025,0.6488569404852979,29,True,ok,0.83,0.68,77.15237885462555,0.46510685381734607,0.6042327637779169,0.5993169445315519,0.6779711177381876,0.940239079516589,0.9545400253225763,0.4083883386776569,0.43652092290443817,0.5702387891127556,0.5719724392917638,0.19760986282860493,0.6603078089443348,0.6131001030219779,27,True,4,3
31,ok,0.9261019825935364,0.9384272694587708,0.7540114521980286,0.757191617790278,0.7813838026927813,0.6512590893235014,0.6577581761901601,0.9616434839284876,0.968259003931775,0.6409528674349394,0.6445843224122527,0.7980584005121689,0.8123297261253616,0.26042944917717487,0.5239753488396459,0.6331092813491851,51,True,ok,0.32,0.54,60.33383399209487,0.05786029943194478,0.06934721882411558,0.1774952391804666,0.21481831443896057,0.44145389721841455,0.7684477276284549,0.07042201230722372,0.13271138298375373,0.17306840770530732,0.2829970799751466,0.1724472109213272,0.014177851423896406,0.11387540453074434,123,True,1,1
32,ok,0.6660724878311157,0.7443696856498718,0.7272723913192749,0.21725603117074038,0.25291614021031306,0.2964123445801243,0.3689331230506712,0.8582145788526415,0.8893578394164948,0.22889869236224428,0.26297427252218486,0.42986701798873156,0.4566296023646448,0.18957872266216233,0.02758013428022645,0.2850780112244104,88,True,ok,0.24,0.51,60.486171875,0.005992632060595049,0.03380822357437809,0.1471588467967617,0.1808915924436195,0.11974081105126465,0.6670687433907144,0.05928921042390774,0.10114124120002656,0.15012784648752528,0.23149187072746755,0.045127865317802454,0.012229009736850463,0.0,53,True,0,0
33,ok,0.9477285146713257,0.8395236134529114,0.8322322368621826,0.6844122585490817,0.8885143583989311,0.6572224841792089,0.7779667967987147,0.9505856639560853,0.9748434953468944,0.52066026020503,0.5838210097921024,0.6244110944026335,0.7098622938318552,0.3687864055446893,0.8575276105967187,0.7029487767580203,40,True,ok,0.91,0.74,81.08614545454544,0.7651803003274289,0.7973163751970391,0.7562580306869816,0.77479434156799,0.97479409111957,0.9780010273405608,0.48742656921418975,0.541754845274917,0.5863031257682619,0.638395943647894,0.4255593319622622,0.7479960753677032,0.7297980229610005,47,True,4,4
34,ok,0.9424868226051331,0.8527090549468994,0.8144408464431763,0.6425376290934544,0.8725995209786496,0.6402064566063642,0.7575363690188358,0.9489667300470855,0.9734086760340636,0.5174385046966365,0.57796546164941,0.6354679540536712,0.7111755456888333,0.3757482334579745,0.4569868581993372,0.6869725600261289,54,True,ok,0.92,0.74,80.82490909090909,0.7403607065729049,0.8126271879201542,0.7512067166042007,0.7563054331326704,0.9739579699352955,0.9760089107414021,0.4852662560327273,0.5340952182423048,0.5851705432204727,0.6367510961261224,0.4486126939605182,0.8785017344678042,0.7140880689850158,46,True,4,3
35,ok,0.9611958265304565,0.9228894710540771,0.826591968536377,0.7566983884942902,0.9180500881596956,0.6928182959474929,0.7177237259066472,0.9601580760083863,0.9762595746907379,0.6100174138376312,0.7101923336820181,0.7296555027761792,0.8394543467525338,0.482509792671856,0.5460089818788604,0.672483802579819,68,True,ok,0.9,0.74,80.12069090909091,0.7214831053130956,0.7796592919578731,0.7159031395517099,0.7404476622170714,0.9693267349997821,0.9729191827635206,0.47865202059108,0.5061651882517636,0.5819726608558159,0.6174985805411304,0.4351179259972029,0.760668062415413,0.6794553996635012,49,True,4,4
36,ok,0.5968019962310791,0.7527831792831421,0.7748582363128662,0.12463067647083106,0.17039307133942824,0.21032076733912428,0.2367815948452814,0.8416927940714745,0.8632542898553018,0.17606458750605417,0.206147460463653,0.3402837900442019,0.3834295766775254,0.21417843956243662,0.026205618946171606,0.14621588870442517,82,True,ok,0.14,0.47,68.6337037037037,0.0,0.013273918004091927,0.0,0.19343699878360116,0.0,0.5508678584743326,0.05009899758036943,0.08722911977166646,0.11586555956719576,0.1870514716904922,0.13079023011968713,0.011057192467899431,0.060244304556354926,61,True,0,0
37,ok,0.36176010966300964,0.6097916960716248,0.7535091042518616,0.005457004511842746,0.03320455489569209,0.16107606316500894,0.17901689035044388,0.20431521825357518,0.6451216991685361,0.09587699973825754,0.11932301181697973,0.20573827762656408,0.24747446863194753,0.09140770998591263,0.011990628144322182,0.02206061056682042,70,True,ok,0.13,0.47,70.60594684385381,0.0,0.005747407059648709,0.0,0.1665438595194267,0.0,0.23421652019008873,0.05785186987054159,0.07703625788457957,0.13070622273844476,0.1682388412667043,0.16885306648863002,0.011302279429823134,0.0,99,True,0,0
38,ok,0.9302124977111816,0.8897680044174194,0.7819213271141052,0.7200874385837164,0.8512447579160834,0.6400384125402869,0.7120590297812447,0.9644906713104866,0.9670711616934328,0.5654826970726933,0.6038705375328755,0.6822753521354057,0.7540804158666352,0.3457000315946073,0.682700165650144,0.609695488900543,52,True,ok,0.79,0.7,75.3713475177305,0.5219802013779044,0.5945332467285118,0.5197763506584252,0.6531730197398429,0.9374059411526124,0.9652707948504644,0.3520063139903543,0.42276904910424695,0.5014118690745472,0.5490934956485135,0.32788603387434245,0.4794412086351579,0.4989715133794081,56,True,4,3
39,ok,0.9650148749351501,0.9468069672584534,0.791363000869751,0.8289852597236314,0.8925523441652292,0.6840138285082737,0.7616881061360223,0.9611328422872206,0.9811671470392541,0.6738454297214429,0.7541691286913496,0.8164475894873781,0.8861984014716187,0.3852495309007859,0.34617727026593265,0.7328942800614455,96,True,ok,0.88,0.7,78.55975206611569,0.6496133747520721,0.6880685343875074,0.6806963377503958,0.7026169935097148,0.9620301509835262,0.9628120609682252,0.45291126546105664,0.471548437613527,0.5759578814557974,0.6074702085861974,0.3373904502526597,0.8208552432391273,0.6676005895515965,38,True,3,3
40,ok,0.9033710956573486,0.8784080147743225,0.7317398190498352,0.5846419296837553,0.664844196295842,0.5234919498578628,0.6040082056603149,0.9330699520046402,0.9339405989113345,0.5066204978189589,0.5151673715732318,0.6779427755648391,0.7097583360077808,0.1613707589228935,0.5110174069907194,0.5169010014785492,35,True,ok,0.78,0.68,75.6413924050633,0.43278269958505644,0.49410450571244824,0.4340665816696138,0.6257971598002393,0.8946924362552724,0.9493655370940886,0.2959976812851872,0.4058192667194386,0.475636307895143,0.5519507268290835,0.2519197844634768,0.5839744936635439,0.44317231769623777,37,True,3,3
41,ok,0.36405056715011597,0.596918523311615,0.7631540298461914,0.014699903219765883,0.024681986836399425,0.17112417495772347,0.19311495884462015,0.5031835185314655,0.6551143052681527,0.10687888033983568,0.12091330516828729,0.2272862643013152,0.25195150239124764,0.231506423772434,0.012918875198829172,0.05179645622936843,150,True,ok,0.25,0.52,74.37936026936026,0.027777611612121264,0.06384231715521714,0.19115843693933518,0.23092369352748848,0.5812141762658497,0.7624596857292116,0.09443445542812849,0.12828773137831492,0.20039733024483744,0.2550317107287213,0.1207769741193045,0.03134187604833398,0.1490320232896652,47,True,0,0
42,ok,0.833857536315918,0.7822936773300171,0.7538288235664368,0.5260864417352239,0.6099230421139904,0.5274693155871727,0.621995258210038,0.9402740769213342,0.9614219727721495,0.37049099579898526,0.4117644876270884,0.5273573580297894,0.5474011250794818,0.25398528664736136,0.04720547650959644,0.5046279520106094,100,True,ok,0.8,0.71,77.45778523489933,0.6463018445903883,0.6616229661150437,0.6274797597000795,0.6595793837224881,0.9554398760289696,0.964857182999603,0.389421666284941,0.42610766557111246,0.5082399508505328,0.5421209236591692,0.3562411029350755,0.39189772434709563,0.5905266877286333,54,True,3,3
43,ok,0.8607491850852966,0.8567342162132263,0.7473530769348145,0.5090345890699322,0.5753985992440179,0.4925573224400544,0.5163515616084337,0.951019708224674,0.9569364361723984,0.4693824025024019,0.5077229459310777,0.6680652078422118,0.7044567799902466,0.1425940909896329,0.1476829461307492,0.4823344525089513,83,True,ok,0.49,0.59,74.61868055555556,0.20435501878253115,0.21989302709502515,0.31479729216260843,0.3253079381859604,0.8752225154902855,0.8801229471830139,0.2074925731604553,0.2107274288540596,0.3618130111003239,0.362113420763525,0.22713136708945877,0.10950292420283923,0.27934262798890636,63,True,1,1
44,ok,0.430158406496048,0.6358588933944702,0.6510424613952637,0.009591271245394783,0.087919772160488,0.16732357556611976,0.21138256673023487,0.4259444407876261,0.782402114806198,0.09169796826367434,0.1376138956013323,0.20758300208409025,0.28114409719992195,0.054811751506555664,0.016960786250654628,0.030127821697129145,31,True,ok,0.19,0.47,54.096810035842296,0.005974863757588261,0.007474918202269783,0.15534426919218386,0.18039187714760863,0.01010751971297144,0.5178931377887686,0.051135086542848575,0.08310965583611712,0.12356515114255054,0.1871566715179487,0.040753647593272685,0.010332211616219434,0.0,64,True,0,0
45,ok,0.9564676880836487,0.7721941471099854,0.8475059866905212,0.7938030481035391,0.8924087825185498,0.7761611622164978,0.7788907693832052,0.9730510500377967,0.975250902190048,0.5189353021881377,0.5711635807697901,0.6153261557270755,0.6748246270199174,0.43085883385730334,0.8979792622200802,0.7392645262127545,45,True,ok,0.87,0.72,80.01684615384616,0.6904628961225566,0.7213782169379216,0.7231598585409085,0.7336851208494969,0.9689029770681917,0.9719684156228134,0.46731310290015954,0.5152406747229111,0.579213440279203,0.6292978098552839,0.4306835609159755,0.8402435683381633,0.7031211694966343,47,True,4,4
46,ok,0.8832204937934875,0.8290749788284302,0.7752390503883362,0.5492870551637231,0.7063441215212544,0.5616895494321822,0.6799842685191316,0.9415600226338211,0.9581188711750261,0.4851429235251116,0.5171034982295463,0.6204270248159968,0.6849000138107908,0.4170295150642728,0.40750095395561226,0.5591299858462218,73,True,ok,0.92,0.73,79.81181132075471,0.717900282786876,0.8068375743799217,0.7270768027759198,0.7582641877001527,0.9723010528480086,0.9743724198763598,0.4912257277740823,0.5138540207081836,0.5922513793079468,0.628696402146709,0.5064907801650511,0.8326162004347087,0.6937617906051204,58,True,4,3
47,ok,0.8635609745979309,0.8606929183006287,0.7933263182640076,0.5576164303642606,0.624329460751443,0.537307383672943,0.5988953483575856,0.9442521693548128,0.9448907053762178,0.482520745725374,0.5296133056900624,0.6412661176646387,0.716935713529445,0.26746388834822143,0.6634632642016373,0.5277844980017161,37,True,ok,0.48,0.59,74.27323076923078,0.14795367496204828,0.1916464761022785,0.29233733670414735,0.2926966489490963,0.8481316189925322,0.8494314902188358,0.1862126195498663,0.19440947355604674,0.349250545396727,0.36221390520767077,0.15166294572578246,0.15128616693805852,0.270068139686357,39,True,2,2
48,ok,0.9527943730354309,0.9253674745559692,0.7814481854438782,0.778603848061038,0.8678774622694586,0.6989312250981712,0.7354653755515347,0.9589109682392427,0.9751611262123449,0.6406031663571093,0.7314227380994842,0.7711549242388044,0.8628298662126904,0.2653139996811911,0.2890367800794858,0.7004978645859686,61,True,ok,0.88,0.72,78.55444,0.6954431568691103,0.7292839408000918,0.726513311462718,0.7334677469546386,0.9673936143426365,0.9679524935063176,0.47548210852820444,0.5008721034490787,0.5866008076185716,0.6175752159484694,0.32125458514647376,0.863009019600058,0.7026955285502843,34,True,3,3
49,ok,0.9593798518180847,0.9190964698791504,0.7945757508277893,0.8475111938098218,0.895128694624909,0.7165044968633417,0.7844131390620699,0.968244545311256,0.981600587770832,0.6508848087383201,0.7545028543731551,0.7737901987107375,0.8650833998506029,0.274723717698278,0.48980649507797547,0.7444206893724344,59,True,ok,0.92,0.73,80.90446153846155,0.7644091997215298,0.788880555368172,0.7466082964278083,0.7532208054409909,0.971522819359516,0.9737867308989746,0.4792593430031662,0.5302717512107361,0.5841621381371894,0.6373460710778155,0.2859320627215828,0.9192674364889802,0.7175071530758226,29,True,3,3
50,ok,0.9390222430229187,0.8964732885360718,0.8011614084243774,0.6753442537356678,0.8357286731352673,0.6496132395443559,0.6722249138436165,0.9482010698312853,0.9617355343517645,0.5551012384349617,0.6429393404343404,0.6859956763020038,0.796789332790446,0.28058531546593973,0.790593373509077,0.6117111387469926,36,True,ok,0.89,0.72,80.07784313725492,0.7237756156957549,0.7353923382706123,0.73832033953011,0.7582366713814935,0.9702028438314171,0.9728168997968842,0.47845028695384145,0.5383654128476894,0.5876856972885663,0.6441140152464783,0.29800349535122195,0.8620232618690352,0.7277373646527704,32,True,3,3
51,ok,0.5633693933486938,0.6895458698272705,0.7343063354492188,0.07300483864196314,0.10147447799069713,0.1743753784093509,0.19328243066888823,0.7557595993262304,0.7823387833799788,0.14170519029148695,0.1499752059893465,0.3158398709096638,0.3263019508452634,0.29105718348501447,0.018905159067024776,0.04918308131634824,95,True,ok,0.24,0.51,70.3421875,0.012672332709793323,0.024994450029936853,0.1615834412968243,0.17643858911389,0.44916592852803633,0.6029641882010016,0.07537499225065811,0.09282809845370922,0.18315201310289222,0.21661065184637732,0.11638164844220149,0.018315279526896877,0.031249999999999997,49,True,0,0
52,ok,0.8967612981796265,0.8859896659851074,0.7917472720146179,0.6258867498977346,0.6345095831641778,0.5834704326996638,0.6121063920443306,0.9395669604333032,0.9501529180532392,0.5091723177682808,0.5789037044285167,0.6718054952829406,0.7671086093582643,0.13953030511534165,0.7229326338319894,0.5557065633923057,23,True,ok,0.72,0.67,77.1498347107438,0.3191511036975125,0.3834905683321141,0.4588368604004122,0.503676263669611,0.9159380359141842,0.9275946739818347,0.31737911197671664,0.3260571384494617,0.4972462620518152,0.5016412193378483,0.12275830780244247,0.3503876881494961,0.46945854141359605,25,True,3,3
53,ok,0.9524664282798767,0.9405087232589722,0.8339823484420776,0.807024432857836,0.8835555397513486,0.6727437733799232,0.7281114374546954,0.9630686444954097,0.9783366931241939,0.6566380675785006,0.7226343937723794,0.7970890109922389,0.8613127249092123,0.3688488009609593,0.8206605672405749,0.6962926814907325,43,True,ok,0.83,0.7,77.32613899613898,0.5659369433315923,0.6046612036280078,0.5475890226231601,0.680416121889974,0.9404630970025338,0.9642556660538945,0.38400313661328417,0.4386795942354988,0.5421284777008759,0.5639381787013584,0.3084261706531007,0.6313367768641914,0.5378345568956475,43,True,4,4
54,ok,0.9539695978164673,0.9116275906562805,0.8311343193054199,0.7425827247073952,0.8882646651493852,0.69362672606735,0.6964818728474413,0.9562062037004035,0.9721653246345868,0.5915625697812119,0.6880365168912126,0.7163806860271212,0.8333754660083252,0.3708829130128925,0.8214711542991686,0.6701801609612776,44,True,ok,0.88,0.72,79.48528957528958,0.69598585817085,0.7037815343204417,0.698078223158034,0.7352589737138819,0.9678424761414046,0.9705352778405572,0.4742211043382404,0.4939780038693471,0.583353593658899,0.619318245310079,0.37035911134366134,0.8017862340693134,0.6732500168146355,42,True,3,3
55,ok,0.9535895586013794,0.9020156860351562,0.8209453225135803,0.7009288373100094,0.8877999259560887,0.6592657678047713,0.6812149235144754,0.94953094412068,0.963913760185933,0.5714987087823702,0.652740337418097,0.6958353178158542,0.8024087725429038,0.40030400697699225,0.8664596764412097,0.6252733956850663,44,True,ok,0.86,0.71,78.90274131274131,0.6374868016469857,0.6584473335733263,0.6429692247519918,0.7063214776683324,0.9602936310710988,0.9674122309692741,0.4546891670761068,0.4560615859619757,0.5740373434016498,0.5956281696552034,0.3294056286174769,0.7145439835317876,0.629172612373866,42,True,4,4
56,ok,0.92347252368927,0.8721283078193665,0.8090203404426575,0.6397291030476568,0.8086977044987975,0.6055206898653104,0.6516717764736693,0.9440197139824413,0.9509710321430402,0.5360983027049482,0.586252352587024,0.6676877033976839,0.7465487408402582,0.31075401156722215,0.20275377208321713,0.582124090408421,63,True,ok,0.85,0.71,79.16640926640926,0.6262935381523014,0.649568684052467,0.6463543276567352,0.7106182851492272,0.9601729134225153,0.9680410554226957,0.4567297766346713,0.4591820292143167,0.576116829587421,0.5959364472448441,0.27228466180802335,0.7538582624498259,0.6318579862528922,34,True,4,3
57,ok,0.9558070302009583,0.8691793084144592,0.833088755607605,0.7670906111378547,0.892970447554219,0.7233498911724368,0.7297133603377597,0.9628538351179821,0.9741513904369693,0.5821626131801958,0.6555931948908404,0.6961315612769772,0.7850720087068068,0.3983688577987313,0.9041590268228652,0.7027815370506607,41,True,ok,0.85,0.71,79.13138996138996,0.6209610920576671,0.6521542103037956,0.6347129984320422,0.7082736354182095,0.957516260407545,0.9676832922576433,0.44603420935468246,0.45723371963115816,0.5746863232881906,0.5870614085756803,0.289023122491329,0.7456118074413876,0.6192566132127193,36,True,4,4
58,ok,0.9034440517425537,0.8789571523666382,0.8134824633598328,0.5990156654589811,0.7570710684909195,0.570534174803365,0.6453347065193359,0.9438532781964571,0.9480874722633715,0.5242804209264831,0.560137940063295,0.6623817451885455,0.7347072866605868,0.3152564826884969,0.7983555186870759,0.5399053129634511,38,True,ok,0.84,0.71,78.72976833976833,0.5867000313536732,0.6282471043999001,0.6311802110067128,0.697043366526042,0.9584371483569707,0.966348771369422,0.4449653468114206,0.4504525348954698,0.5712255428944653,0.5887307575931848,0.2673784844161196,0.6990780135619538,0.6179334048860268,36,True,3,3
59,ok,0.948692798614502,0.8907455205917358,0.8112741112709045,0.6884075644879944,0.8713918523965104,0.6320420060741561,0.6774483472524219,0.9539697308543664,0.9593514935439491,0.5501773917264553,0.6205423278713522,0.6801155791424729,0.7805395134240741,0.3864558473647871,0.8665603260914491,0.6180277040053606,42,True,ok,0.86,0.72,78.32220077220076,0.645342355771863,0.674210165792418,0.6402754208561988,0.71931042518204,0.958733361474425,0.9687833618359135,0.4495393747279247,0.46346589345874023,0.5773890146473519,0.5893030351109406,0.3045964932693056,0.7305059327663154,0.6245595079218424,39,True,4,3
60,ok,0.9357293248176575,0.8735179305076599,0.8002113699913025,0.6407024003524092,0.8435729449031764,0.6131274958380262,0.6956692323585947,0.9544442153987673,0.9575058053541587,0.5306537293825961,0.5997001053372084,0.6592436139113295,0.7615785205260852,0.3171820622855118,0.8025205523768886,0.5898715292153263,39,True,ok,0.84,0.71,78.94254826254827,0.6118600437272216,0.6309100814520673,0.6288209188728943,0.6932101532870987,0.9580841146427245,0.9659400759956396,0.4444111245268115,0.44774365534842225,0.5697162761556123,0.5888553165998258,0.229467622462993,0.730270895799186,0.6173497547015535,31,True,4,3
61,ok,0.9315249919891357,0.8876957893371582,0.8390483856201172,0.6660922783984282,0.8319459286953323,0.6237966087171944,0.6807923692871257,0.9545240923122094,0.9584199531716124,0.5428246850653015,0.611480714935797,0.6739481757781209,0.7742553075411354,0.3243066235487578,0.8770318257369695,0.6057519024034218,35,True,ok,0.87,0.72,79.51598455598456,0.6569022410551072,0.6858681863189097,0.6713871827299237,0.7301173529462746,0.9635704532346345,0.9700035534805,0.4709829784027724,0.4732089130978565,0.5817484608146101,0.6055050961402969,0.28758977978538636,0.7930914770067682,0.65314974636571,34,True,4,4
62,ok,0.8943703174591064,0.75095134973526,0.8301528096199036,0.6507523581198408,0.7331454151178257,0.6801701869262211,0.7347569855410986,0.9644698875022643,0.9694544440543893,0.48522972840986545,0.4898726557205577,0.5968658195223283,0.6253108108111326,0.3290088684781981,0.7302662845417477,0.6624627752259823,44,True,ok,0.8,0.69,77.7869111969112,0.5071440384427617,0.542204466724726,0.5598543509503671,0.6366143161863844,0.9462394802171471,0.9586013374902915,0.3931776751300946,0.4112783018629037,0.5485255079373241,0.552769144628355,0.2216221431374949,0.5872943548160677,0.5517369218583187,35,True,4,3
63,ok,0.9460024833679199,0.8423500061035156,0.7766945958137512,0.6465017172315547,0.8489321368577937,0.618519399275689,0.7275242668591335,0.9385710217972958,0.96118445253459,0.5120232842625393,0.564327555643008,0.6350274545849789,0.7073923760113043,0.35494204104770377,0.4403506373532772,0.6907369374709039,48,True,ok,0.93,0.73,80.15411764705884,0.7690195163648842,0.8036918437230826,0.7499511272902418,0.7618869316225738,0.970920323760671,0.9744071649747711,0.48490194162757727,0.5433849621654936,0.5897230722686464,0.6492228596275093,0.3223751101649806,0.886717955932684,0.7306527093596059,33,True,3,3
64,ok,0.8684318661689758,0.927202582359314,0.7476373910903931,0.4518602672728484,0.6327153257299373,0.5454129438555311,0.5584701462568772,0.9440898989940161,0.9529137367413937,0.5413315499230665,0.5513262665695202,0.7506223346628326,0.7677742108036201,0.1148328096475539,0.17048191421060424,0.5608275226978685,43,True,ok,0.61,0.63,71.77434599156116,0.18621045133336991,0.22510529739918686,0.2811177259743352,0.38953087030934913,0.8232681925394932,0.8905565300207563,0.18533510078924315,0.25729082419578025,0.3653894773733177,0.44466597427064514,0.18780863471633175,0.13043909302581483,0.2669800105381018,48,True,1,1
65,ok,0.8101908564567566,0.8556509613990784,0.7323257327079773,0.3550333423183797,0.4452343125505248,0.4015837295183165,0.49937143495461855,0.9018444380144593,0.9181898906104886,0.3782597886494186,0.41242867724208204,0.6072485191198268,0.6101024344377455,0.12347902562786127,0.29928540285831956,0.42107760936378646,34,True,ok,0.47,0.6,68.7710970464135,0.08650495833595906,0.10810325221948154,0.19402637662958375,0.24922618686561573,0.6903828034365843,0.8018607567674033,0.10992511544699358,0.16107331533404018,0.25634937181700423,0.3342680345225416,0.1140181362729601,0.03659722304134492,0.1385079736522794,43,True,1,1
66,ok,0.46349185705184937,0.7208654284477234,0.7285086512565613,0.044944282921408084,0.08039951838749633,0.1810516933639906,0.18930967579040178,0.6887546389102916,0.7264721183982698,0.12333693270996691,0.12907603906723167,0.2913802553974922,0.29835027610980375,0.057351641606545406,0.04295918653878107,0.11938713360621855,20,True,ok,0.6,0.63,73.28147679324894,0.18170104751675156,0.2526438561845773,0.2977599832770407,0.37324324958221583,0.8312172280093745,0.8816464193263749,0.19481833238376525,0.24634497743544892,0.3750560842816523,0.4319253021331631,0.08308506171578238,0.21209250801442173,0.28855827236555004,22,True,0,0
67,ok,0.8739424347877502,0.9310965538024902,0.7037041783332825,0.5263299450025882,0.7036512111124088,0.6166772078182968,0.6216246423052397,0.9567412988847587,0.96353630346374,0.6129140342350062,0.6165150423873352,0.7993825730188565,0.8132594520850647,0.058833649060287804,0.14478685011484194,0.6203067780938497,43,True,ok,0.34,0.56,66.24198312236287,0.0435528060382395,0.04553521098922677,0.17036985971772378,0.22176206208565877,0.5256871101197392,0.7409587422264824,0.08242703808506986,0.1238656072623151,0.20647711861182552,0.27492562182934754,0.06451733121433777,0.025679827521893614,0.10633989993746092,35,True,1,1
68,ok,0.8667667508125305,0.86194908618927,0.7581243515014648,0.5261949253434394,0.5816886689072488,0.4885120727889232,0.5944317990064832,0.9171154755406284,0.9353139401661085,0.444094042203945,0.4792733641582648,0.6458008393101144,0.6499626405116401,0.1563356225574854,0.25671178692892505,0.5077349187822555,41,True,ok,0.53,0.61,71.774388185654,0.13643100858814244,0.18032703873840344,0.24574200364239213,0.34170778481417363,0.7789785370489297,0.8517636984200653,0.14804929386557045,0.20800866118240655,0.31265009964431,0.3835567487683756,0.0821905518813028,0.13677188567234155,0.21297921578901405,23,True,1,1
69,ok,0.8444095253944397,0.8688102960586548,0.7345394492149353,0.5334847962368268,0.6333080604058334,0.5205216360335683,0.5913083241103011,0.9232341856307716,0.933046251497788,0.47177146670724907,0.49108570908775684,0.661209115180326,0.6618491150807608,0.14432656287238085,0.43014675020969373,0.5160538390093604,31,True,ok,0.64,0.64,72.34848101265823,0.22378707524524583,0.23809438320557216,0.296270122189042,0.4410042763656078,0.8340690389053663,0.9096210526849864,0.19753471685308452,0.2897953763407795,0.38003574073422064,0.4741102851388602,0.19389523570420428,0.17259373332494482,0.2835822350102098,46,True,2,1
70,ok,0.6464229226112366,0.6734592318534851,0.7676567435264587,0.14744121948464656,0.17299361284127424,0.2072079054808325,0.22015402642797585,0.8131188610048014,0.8505841412254044,0.16191237416872348,0.19595636139984257,0.3179041263412949,0.37185388051936275,0.21175972718050098,0.020007186713620707,0.13150225907798052,147,True,ok,0.16,0.47,73.71918644067796,0.005213941149772177,0.006358429435692784,0.15447522054421137,0.1762867165065942,0.004924914108850831,0.4792405180272816,0.06398447747373603,0.0832693625905234,0.14492889167595266,0.18103964641521955,0.11768329613041616,0.015108492088971852,0.05084280303030304,48,True,0,0
71,ok,0.8474396467208862,0.8627001643180847,0.8032476902008057,0.6420828897521591,0.663104040313575,0.6118776796309637,0.6148135930734038,0.9637235352457045,0.9676666358153652,0.5057939460569757,0.5955382246824541,0.6586655606670555,0.7595962528423392,0.294499850164805,0.12213147856485675,0.5680886482806605,102,True,ok,0.14,0.47,73.09705084745762,0.004786662395934324,0.0057914701709322345,0.15078603425930504,0.1653163648131851,0.004786662395934324,0.3552131512691463,0.061987323419649513,0.08291654977475431,0.14119185759967148,0.1817767395751714,0.1361926104977921,0.014181302255156295,0.01604166666666666,58,True,2,2
